STATUS, ITERATION, CLIENT, DATE, READY AFTER(MS), WATINGTIME(MS), ESTIMATED ACCESS AFTER(MS), ESTIMATED MAX DELAY(MS)
STATUS, connected, puppeteer_HL, 2024-07-24T12:40:52.029Z
STATUS, connected, puppeteer, 2024-07-24T12:40:54.962Z
STATUS, connected, OpenWPM, 2024-07-24T12:42:11.612Z
STATUS, connected, OpenWPM_HL, 2024-07-24T12:42:41.422Z
STATUS, ping, puppeteer_HL, 2024-07-24T12:42:41.423Z, 0.5
STATUS, ping, OpenWPM_HL, 2024-07-24T12:42:41.424Z, 1
STATUS, ping, OpenWPM, 2024-07-24T12:42:41.424Z, 1
STATUS, ping, puppeteer, 2024-07-24T12:42:41.425Z, 1.5
CRAWLED, url#183, puppeteer, 2024-07-24T14:15:30.775Z, 2166, 0, 15407, 15407, 6881
CRAWLED, url#183, OpenWPM, 2024-07-24T14:15:23.929Z, 8518, 0, 8561, 8561, 6881
CRAWLED, url#183, OpenWPM_HL, 2024-07-24T14:15:23.894Z, 7036, 0, 8526, 8526, 6881
CRAWLED, url#184, puppeteer_HL, 2024-07-24T14:15:56.514Z, 1310, 0, -1, undefined, 6950
CRAWLED, url#184, puppeteer, 2024-07-24T14:15:56.514Z, 1252, 0, -1, undefined, 6950
CRAWLED, url#184, OpenWPM, 2024-07-24T14:16:03.464Z, 6788, 0, 6949, 6949, 6950
CRAWLED, url#184, OpenWPM_HL, 2024-07-24T14:16:03.310Z, 5081, 0, 6795, 6795, 6950
CRAWLED, url#185, puppeteer_HL, 2024-07-24T14:16:37.783Z, 724, 0, 11087, 11087, 4671
CRAWLED, url#185, puppeteer, 2024-07-24T14:16:37.800Z, 1037, 0, 11104, 11104, 4671
CRAWLED, url#185, OpenWPM, 2024-07-24T14:16:33.149Z, 5648, 0, 6453, 6453, 4671
CRAWLED, url#185, OpenWPM_HL, 2024-07-24T14:16:33.129Z, 4480, 0, 6433, 6433, 4671
CRAWLED, url#186, puppeteer_HL, 2024-07-24T14:16:56.374Z, 696, 0, -1, undefined, 6511
CRAWLED, url#186, puppeteer, 2024-07-24T14:16:56.374Z, 1335, 0, -1, undefined, 6511
CRAWLED, url#186, OpenWPM, 2024-07-24T14:17:02.615Z, 5616, 0, 6240, 6240, 6511
CRAWLED, url#186, OpenWPM_HL, 2024-07-24T14:17:02.885Z, 4616, 0, 6510, 6510, 6511
CRAWLED, url#187, puppeteer_HL, 2024-07-24T14:17:25.378Z, 706, 0, 9359, 9359, 2650
CRAWLED, url#187, puppeteer, 2024-07-24T14:17:25.221Z, 994, 0, 9202, 9202, 2650
CRAWLED, url#187, OpenWPM, 2024-07-24T14:17:22.829Z, 5846, 0, 6810, 6810, 2650
CRAWLED, url#187, OpenWPM_HL, 2024-07-24T14:17:22.728Z, 4482, 0, 6709, 6709, 2650
CRAWLED, url#188, puppeteer_HL, 2024-07-24T14:17:50.985Z, 1309, 0, -1, undefined, 7303
CRAWLED, url#188, puppeteer, 2024-07-24T14:17:50.985Z, 1692, 0, -1, undefined, 7303
CRAWLED, url#188, OpenWPM, 2024-07-24T14:17:58.028Z, 6848, 0, 7042, 7042, 7303
CRAWLED, url#188, OpenWPM_HL, 2024-07-24T14:17:58.288Z, 6008, 0, 7302, 7302, 7303
CRAWLED, url#189, puppeteer_HL, 2024-07-24T14:18:11.565Z, 971, 0, -1, undefined, 6847
CRAWLED, url#189, puppeteer, 2024-07-24T14:18:11.565Z, 1179, 0, -1, undefined, 6847
CRAWLED, url#189, OpenWPM, 2024-07-24T14:18:18.258Z, 6201, 0, 6692, 6692, 6847
CRAWLED, url#189, OpenWPM_HL, 2024-07-24T14:18:18.412Z, 4822, 0, 6846, 6846, 6847
CRAWLED, url#190, puppeteer_HL, 2024-07-24T14:18:51.495Z, 1305, 0, 9917, 9917, 3312
CRAWLED, url#190, puppeteer, 2024-07-24T14:18:51.528Z, 1481, 0, 9950, 9950, 3312
CRAWLED, url#190, OpenWPM, 2024-07-24T14:18:48.216Z, 5812, 0, 6638, 6638, 3312
CRAWLED, url#190, OpenWPM_HL, 2024-07-24T14:18:48.307Z, 4654, 0, 6729, 6729, 3312
CRAWLED, url#191, puppeteer_HL, 2024-07-24T14:19:35.386Z, 821, 0, 13880, 13880, 7032
CRAWLED, url#191, puppeteer, 2024-07-24T14:19:33.483Z, 2042, 0, 11977, 11977, 7032
CRAWLED, url#191, OpenWPM, 2024-07-24T14:19:28.354Z, 5995, 0, 6848, 6848, 7032
CRAWLED, url#191, OpenWPM_HL, 2024-07-24T14:19:28.667Z, 5389, 0, 7161, 7161, 7032
CRAWLED, url#192, puppeteer_HL, 2024-07-24T14:20:13.196Z, 1118, 0, 11689, 11689, 5257
CRAWLED, url#192, puppeteer, 2024-07-24T14:20:13.298Z, 1515, 0, 11791, 11791, 5257
CRAWLED, url#192, OpenWPM, 2024-07-24T14:20:08.242Z, 5954, 0, 6735, 6735, 5257
CRAWLED, url#192, OpenWPM_HL, 2024-07-24T14:20:08.041Z, 4677, 0, 6534, 6534, 5257
CRAWLED, url#193, puppeteer_HL, 2024-07-24T14:20:41.591Z, 744, 0, 10221, 10221, 3293
CRAWLED, url#193, puppeteer, 2024-07-24T14:20:41.680Z, 1060, 0, 10310, 10310, 3293
CRAWLED, url#193, OpenWPM, 2024-07-24T14:20:38.387Z, 6218, 0, 7017, 7017, 3293
CRAWLED, url#193, OpenWPM_HL, 2024-07-24T14:20:38.393Z, 5139, 0, 7023, 7023, 3293
STATUS SKIPURL, url#194, shifen.com, 2024-07-24T14:22:17.279Z
CRAWLED, url#195, puppeteer_HL, 2024-07-24T14:22:17.278Z, 741, 0, -1, undefined, 6907
CRAWLED, url#195, puppeteer, 2024-07-24T14:22:17.278Z, 1563, 0, -1, undefined, 6907
CRAWLED, url#195, OpenWPM, 2024-07-24T14:22:23.683Z, 5882, 0, 6404, 6404, 6907
CRAWLED, url#195, OpenWPM_HL, 2024-07-24T14:22:24.185Z, 5292, 0, 6906, 6906, 6907
CRAWLED, url#196, puppeteer_HL, 2024-07-24T14:22:53.509Z, 693, 0, 16175, 16175, 9502
CRAWLED, url#196, puppeteer, 2024-07-24T14:22:49.980Z, 1048, 0, 12646, 12646, 9502
CRAWLED, url#196, OpenWPM, 2024-07-24T14:22:44.007Z, 5776, 0, 6673, 6673, 9502
CRAWLED, url#196, OpenWPM_HL, 2024-07-24T14:22:44.142Z, 4483, 0, 6808, 6808, 9502
CRAWLED, url#197, puppeteer_HL, 2024-07-24T14:23:29.552Z, 785, 0, 12345, 12345, 5999
CRAWLED, url#197, puppeteer, 2024-07-24T14:23:29.157Z, 1293, 0, 11950, 11950, 5999
CRAWLED, url#197, OpenWPM, 2024-07-24T14:23:23.617Z, 5550, 0, 6410, 6410, 5999
CRAWLED, url#197, OpenWPM_HL, 2024-07-24T14:23:23.553Z, 4070, 0, 6346, 6346, 5999
CRAWLED, url#198, puppeteer_HL, 2024-07-24T14:23:58.305Z, 1026, 0, 11509, 11509, 4525
CRAWLED, url#198, puppeteer, 2024-07-24T14:23:57.991Z, 1187, 0, 11195, 11195, 4525
CRAWLED, url#198, OpenWPM, 2024-07-24T14:23:53.823Z, 5891, 0, 7027, 7027, 4525
CRAWLED, url#198, OpenWPM_HL, 2024-07-24T14:23:53.780Z, 4583, 0, 6984, 6984, 4525
CRAWLED, url#199, puppeteer_HL, 2024-07-24T14:24:22.028Z, 1028, 0, -1, undefined, 6698
CRAWLED, url#199, puppeteer, 2024-07-24T14:24:22.028Z, 1157, 0, -1, undefined, 6698
CRAWLED, url#199, OpenWPM, 2024-07-24T14:24:28.726Z, 5953, 0, 6697, 6697, 6698
CRAWLED, url#199, OpenWPM_HL, 2024-07-24T14:24:28.611Z, 4483, 0, 6582, 6582, 6698
CRAWLED, url#200, puppeteer_HL, 2024-07-24T14:25:04.198Z, 912, 0, 12342, 12342, 6282
CRAWLED, url#200, puppeteer, 2024-07-24T14:25:04.524Z, 1163, 0, 12668, 12668, 6282
CRAWLED, url#200, OpenWPM, 2024-07-24T14:24:58.300Z, 5889, 0, 6444, 6444, 6282
CRAWLED, url#200, OpenWPM_HL, 2024-07-24T14:24:58.242Z, 4545, 0, 6386, 6386, 6282
CRAWLED, url#201, puppeteer_HL, 2024-07-24T14:25:21.466Z, 1309, 0, -1, undefined, 6588
CRAWLED, url#201, puppeteer, 2024-07-24T14:25:21.466Z, 1508, 0, -1, undefined, 6588
CRAWLED, url#201, OpenWPM, 2024-07-24T14:25:28.034Z, 5689, 0, 6567, 6567, 6588
CRAWLED, url#201, OpenWPM_HL, 2024-07-24T14:25:28.054Z, 4451, 0, 6587, 6587, 6588
